LGA region,Postcode,People reporting fair or poor health status,People reporting fair or poor health status (rank),Females reporting fair or poor health status,Females reporting fair or poor health status (rank),Males reporting fair or poor health status,Males reporting fair or poor health status (rank),People receiving prescriptions,People receiving prescriptions (rank),Females receiving prescriptions,Females receiving prescriptions (rank),Males receiving prescriptions,Males receiving prescriptions (rank),"People who delayed purchasing prescribed medication, unable to afford","People who delayed purchasing prescribed medication, unable to afford (rank)",People reporting type 2 diabetes,People reporting type 2 diabetes (rank),People reporting high blood pressure,People reporting high blood pressure (rank),People reporting heart disease,People reporting heart disease (rank),"Cancer incidence per 1,000 population","Cancer incidence per 1,000 population (rank)","Cancer incidence per 1,000 females","Cancer incidence per 1,000 females (rank)","Cancer incidence per 1,000 males","Cancer incidence per 1,000 males (rank)"
West Wimmera,5277,19.90%,8,23.70%,6,16.60%,33,79.90%,10,87.10%,7,72.90%,10,13.50%,21,4.60%,43,30.00%,9,7.40%,33,5.8,42,5.6,34,5.9,48
Whitehorse,3103,13.60%,52,12.10%,55,14.50%,51,68.60%,62,73.60%,63,63.30%,63,7.30%,73,3.80%,62,25.50%,45,7.70%,26,5.5,51,4.9,51,6.1,42
Whitehorse,3104,13.60%,52,12.10%,55,14.50%,51,68.60%,62,73.60%,63,63.30%,63,7.30%,73,3.80%,62,25.50%,45,7.70%,26,5.5,51,4.9,51,6.1,42
Whitehorse,3108,13.60%,52,12.10%,55,14.50%,51,68.60%,62,73.60%,63,63.30%,63,7.30%,73,3.80%,62,25.50%,45,7.70%,26,5.5,51,4.9,51,6.1,42
Whitehorse,3109,13.60%,52,12.10%,55,14.50%,51,68.60%,62,73.60%,63,63.30%,63,7.30%,73,3.80%,62,25.50%,45,7.70%,26,5.5,51,4.9,51,6.1,42
Whitehorse,3111,13.60%,52,12.10%,55,14.50%,51,68.60%,62,73.60%,63,63.30%,63,7.30%,73,3.80%,62,25.50%,45,7.70%,26,5.5,51,4.9,51,6.1,42
Whitehorse,3124,13.60%,52,12.10%,55,14.50%,51,68.60%,62,73.60%,63,63.30%,63,7.30%,73,3.80%,62,25.50%,45,7.70%,26,5.5,51,4.9,51,6.1,42
Whitehorse,3125,13.60%,52,12.10%,55,14.50%,51,68.60%,62,73.60%,63,63.30%,63,7.30%,73,3.80%,62,25.50%,45,7.70%,26,5.5,51,4.9,51,6.1,42
Whitehorse,3127,13.60%,52,12.10%,55,14.50%,51,68.60%,62,73.60%,63,63.30%,63,7.30%,73,3.80%,62,25.50%,45,7.70%,26,5.5,51,4.9,51,6.1,42
Whitehorse,3128,13.60%,52,12.10%,55,14.50%,51,68.60%,62,73.60%,63,63.30%,63,7.30%,73,3.80%,62,25.50%,45,7.70%,26,5.5,51,4.9,51,6.1,42
Whitehorse,3129,13.60%,52,12.10%,55,14.50%,51,68.60%,62,73.60%,63,63.30%,63,7.30%,73,3.80%,62,25.50%,45,7.70%,26,5.5,51,4.9,51,6.1,42
Whitehorse,3130,13.60%,52,12.10%,55,14.50%,51,68.60%,62,73.60%,63,63.30%,63,7.30%,73,3.80%,62,25.50%,45,7.70%,26,5.5,51,4.9,51,6.1,42
Whitehorse,3131,13.60%,52,12.10%,55,14.50%,51,68.60%,62,73.60%,63,63.30%,63,7.30%,73,3.80%,62,25.50%,45,7.70%,26,5.5,51,4.9,51,6.1,42
Whitehorse,3132,13.60%,52,12.10%,55,14.50%,51,68.60%,62,73.60%,63,63.30%,63,7.30%,73,3.80%,62,25.50%,45,7.70%,26,5.5,51,4.9,51,6.1,42
Whitehorse,3133,13.60%,52,12.10%,55,14.50%,51,68.60%,62,73.60%,63,63.30%,63,7.30%,73,3.80%,62,25.50%,45,7.70%,26,5.5,51,4.9,51,6.1,42
Whitehorse,3134,13.60%,52,12.10%,55,14.50%,51,68.60%,62,73.60%,63,63.30%,63,7.30%,73,3.80%,62,25.50%,45,7.70%,26,5.5,51,4.9,51,6.1,42
Whitehorse,3146,13.60%,52,12.10%,55,14.50%,51,68.60%,62,73.60%,63,63.30%,63,7.30%,73,3.80%,62,25.50%,45,7.70%,26,5.5,51,4.9,51,6.1,42
Whitehorse,3149,13.60%,52,12.10%,55,14.50%,51,68.60%,62,73.60%,63,63.30%,63,7.30%,73,3.80%,62,25.50%,45,7.70%,26,5.5,51,4.9,51,6.1,42
Whitehorse,3150,13.60%,52,12.10%,55,14.50%,51,68.60%,62,73.60%,63,63.30%,63,7.30%,73,3.80%,62,25.50%,45,7.70%,26,5.5,51,4.9,51,6.1,42
Whitehorse,3151,13.60%,52,12.10%,55,14.50%,51,68.60%,62,73.60%,63,63.30%,63,7.30%,73,3.80%,62,25.50%,45,7.70%,26,5.5,51,4.9,51,6.1,42
Whitehorse,3152,13.60%,52,12.10%,55,14.50%,51,68.60%,62,73.60%,63,63.30%,63,7.30%,73,3.80%,62,25.50%,45,7.70%,26,5.5,51,4.9,51,6.1,42
Whittlesea,3061,22.80%,4,24.50%,3,20.60%,17,71.10%,58,76.40%,58,65.70%,53,12.40%,37,8.40%,2,28.70%,21,9.80%,2,4.1,73,4.1,71,4.1,74
Whittlesea,3062,22.80%,4,24.50%,3,20.60%,17,71.10%,58,76.40%,58,65.70%,53,12.40%,37,8.40%,2,28.70%,21,9.80%,2,4.1,73,4.1,71,4.1,74
Whittlesea,3064,22.80%,4,24.50%,3,20.60%,17,71.10%,58,76.40%,58,65.70%,53,12.40%,37,8.40%,2,28.70%,21,9.80%,2,4.1,73,4.1,71,4.1,74
Whittlesea,3073,22.80%,4,24.50%,3,20.60%,17,71.10%,58,76.40%,58,65.70%,53,12.40%,37,8.40%,2,28.70%,21,9.80%,2,4.1,73,4.1,71,4.1,74
Whittlesea,3074,22.80%,4,24.50%,3,20.60%,17,71.10%,58,76.40%,58,65.70%,53,12.40%,37,8.40%,2,28.70%,21,9.80%,2,4.1,73,4.1,71,4.1,74
Whittlesea,3075,22.80%,4,24.50%,3,20.60%,17,71.10%,58,76.40%,58,65.70%,53,12.40%,37,8.40%,2,28.70%,21,9.80%,2,4.1,73,4.1,71,4.1,74
Whittlesea,3076,22.80%,4,24.50%,3,20.60%,17,71.10%,58,76.40%,58,65.70%,53,12.40%,37,8.40%,2,28.70%,21,9.80%,2,4.1,73,4.1,71,4.1,74
Whittlesea,3082,22.80%,4,24.50%,3,20.60%,17,71.10%,58,76.40%,58,65.70%,53,12.40%,37,8.40%,2,28.70%,21,9.80%,2,4.1,73,4.1,71,4.1,74
Whittlesea,3083,22.80%,4,24.50%,3,20.60%,17,71.10%,58,76.40%,58,65.70%,53,12.40%,37,8.40%,2,28.70%,21,9.80%,2,4.1,73,4.1,71,4.1,74
Whittlesea,3088,22.80%,4,24.50%,3,20.60%,17,71.10%,58,76.40%,58,65.70%,53,12.40%,37,8.40%,2,28.70%,21,9.80%,2,4.1,73,4.1,71,4.1,74
Whittlesea,3090,22.80%,4,24.50%,3,20.60%,17,71.10%,58,76.40%,58,65.70%,53,12.40%,37,8.40%,2,28.70%,21,9.80%,2,4.1,73,4.1,71,4.1,74
Whittlesea,3091,22.80%,4,24.50%,3,20.60%,17,71.10%,58,76.40%,58,65.70%,53,12.40%,37,8.40%,2,28.70%,21,9.80%,2,4.1,73,4.1,71,4.1,74
Whittlesea,3099,22.80%,4,24.50%,3,20.60%,17,71.10%,58,76.40%,58,65.70%,53,12.40%,37,8.40%,2,28.70%,21,9.80%,2,4.1,73,4.1,71,4.1,74
Whittlesea,3658,22.80%,4,24.50%,3,20.60%,17,71.10%,58,76.40%,58,65.70%,53,12.40%,37,8.40%,2,28.70%,21,9.80%,2,4.1,73,4.1,71,4.1,74
Whittlesea,3750,22.80%,4,24.50%,3,20.60%,17,71.10%,58,76.40%,58,65.70%,53,12.40%,37,8.40%,2,28.70%,21,9.80%,2,4.1,73,4.1,71,4.1,74
Whittlesea,3751,22.80%,4,24.50%,3,20.60%,17,71.10%,58,76.40%,58,65.70%,53,12.40%,37,8.40%,2,28.70%,21,9.80%,2,4.1,73,4.1,71,4.1,74
Whittlesea,3752,22.80%,4,24.50%,3,20.60%,17,71.10%,58,76.40%,58,65.70%,53,12.40%,37,8.40%,2,28.70%,21,9.80%,2,4.1,73,4.1,71,4.1,74
Whittlesea,3753,22.80%,4,24.50%,3,20.60%,17,71.10%,58,76.40%,58,65.70%,53,12.40%,37,8.40%,2,28.70%,21,9.80%,2,4.1,73,4.1,71,4.1,74
Whittlesea,3754,22.80%,4,24.50%,3,20.60%,17,71.10%,58,76.40%,58,65.70%,53,12.40%,37,8.40%,2,28.70%,21,9.80%,2,4.1,73,4.1,71,4.1,74
Whittlesea,3755,22.80%,4,24.50%,3,20.60%,17,71.10%,58,76.40%,58,65.70%,53,12.40%,37,8.40%,2,28.70%,21,9.80%,2,4.1,73,4.1,71,4.1,74
Whittlesea,3756,22.80%,4,24.50%,3,20.60%,17,71.10%,58,76.40%,58,65.70%,53,12.40%,37,8.40%,2,28.70%,21,9.80%,2,4.1,73,4.1,71,4.1,74
Whittlesea,3757,22.80%,4,24.50%,3,20.60%,17,71.10%,58,76.40%,58,65.70%,53,12.40%,37,8.40%,2,28.70%,21,9.80%,2,4.1,73,4.1,71,4.1,74
Wodonga,2640,11.80%,63,12.60%,53,11.60%,66,67.80%,64,75.80%,60,59.80%,69,12.00%,48,6.40%,8,28.10%,29,9.20%,5,5,66,4.8,53,5.1,67
Wodonga,3688,11.80%,63,12.60%,53,11.60%,66,67.80%,64,75.80%,60,59.80%,69,12.00%,48,6.40%,8,28.10%,29,9.20%,5,5,66,4.8,53,5.1,67
Wodonga,3690,11.80%,63,12.60%,53,11.60%,66,67.80%,64,75.80%,60,59.80%,69,12.00%,48,6.40%,8,28.10%,29,9.20%,5,5,66,4.8,53,5.1,67
Wodonga,3691,11.80%,63,12.60%,53,11.60%,66,67.80%,64,75.80%,60,59.80%,69,12.00%,48,6.40%,8,28.10%,29,9.20%,5,5,66,4.8,53,5.1,67
Wodonga,3694,11.80%,63,12.60%,53,11.60%,66,67.80%,64,75.80%,60,59.80%,69,12.00%,48,6.40%,8,28.10%,29,9.20%,5,5,66,4.8,53,5.1,67
Wodonga,3749,11.80%,63,12.60%,53,11.60%,66,67.80%,64,75.80%,60,59.80%,69,12.00%,48,6.40%,8,28.10%,29,9.20%,5,5,66,4.8,53,5.1,67
Wyndham,3012,17.40%,21,13.60%,37,21.40%,14,67.70%,65,73.10%,66,62.20%,65,11.00%,58,4.40%,46,29.60%,12,5.60%,68,3.3,77,3.2,78,3.4,77
Wyndham,3018,17.40%,21,13.60%,37,21.40%,14,67.70%,65,73.10%,66,62.20%,65,11.00%,58,4.40%,46,29.60%,12,5.60%,68,3.3,77,3.2,78,3.4,77
Wyndham,3020,17.40%,21,13.60%,37,21.40%,14,67.70%,65,73.10%,66,62.20%,65,11.00%,58,4.40%,46,29.60%,12,5.60%,68,3.3,77,3.2,78,3.4,77
Wyndham,3024,17.40%,21,13.60%,37,21.40%,14,67.70%,65,73.10%,66,62.20%,65,11.00%,58,4.40%,46,29.60%,12,5.60%,68,3.3,77,3.2,78,3.4,77
Wyndham,3025,17.40%,21,13.60%,37,21.40%,14,67.70%,65,73.10%,66,62.20%,65,11.00%,58,4.40%,46,29.60%,12,5.60%,68,3.3,77,3.2,78,3.4,77
Wyndham,3026,17.40%,21,13.60%,37,21.40%,14,67.70%,65,73.10%,66,62.20%,65,11.00%,58,4.40%,46,29.60%,12,5.60%,68,3.3,77,3.2,78,3.4,77
Wyndham,3027,17.40%,21,13.60%,37,21.40%,14,67.70%,65,73.10%,66,62.20%,65,11.00%,58,4.40%,46,29.60%,12,5.60%,68,3.3,77,3.2,78,3.4,77
Wyndham,3028,17.40%,21,13.60%,37,21.40%,14,67.70%,65,73.10%,66,62.20%,65,11.00%,58,4.40%,46,29.60%,12,5.60%,68,3.3,77,3.2,78,3.4,77
Wyndham,3029,17.40%,21,13.60%,37,21.40%,14,67.70%,65,73.10%,66,62.20%,65,11.00%,58,4.40%,46,29.60%,12,5.60%,68,3.3,77,3.2,78,3.4,77
Wyndham,3030,17.40%,21,13.60%,37,21.40%,14,67.70%,65,73.10%,66,62.20%,65,11.00%,58,4.40%,46,29.60%,12,5.60%,68,3.3,77,3.2,78,3.4,77
Wyndham,3211,17.40%,21,13.60%,37,21.40%,14,67.70%,65,73.10%,66,62.20%,65,11.00%,58,4.40%,46,29.60%,12,5.60%,68,3.3,77,3.2,78,3.4,77
Wyndham,3212,17.40%,21,13.60%,37,21.40%,14,67.70%,65,73.10%,66,62.20%,65,11.00%,58,4.40%,46,29.60%,12,5.60%,68,3.3,77,3.2,78,3.4,77
Wyndham,3338,17.40%,21,13.60%,37,21.40%,14,67.70%,65,73.10%,66,62.20%,65,11.00%,58,4.40%,46,29.60%,12,5.60%,68,3.3,77,3.2,78,3.4,77
Wyndham,3340,17.40%,21,13.60%,37,21.40%,14,67.70%,65,73.10%,66,62.20%,65,11.00%,58,4.40%,46,29.60%,12,5.60%,68,3.3,77,3.2,78,3.4,77
Yarra,3002,14.80%,43,13.70%,36,15.30%,38,60.60%,77,66.70%,77,54.10%,76,11.70%,51,3.50%,69,22.50%,64,7.00%,39,4.2,72,4.4,67,4,75
Yarra,3004,14.80%,43,13.70%,36,15.30%,38,60.60%,77,66.70%,77,54.10%,76,11.70%,51,3.50%,69,22.50%,64,7.00%,39,4.2,72,4.4,67,4,75
Yarra,3053,14.80%,43,13.70%,36,15.30%,38,60.60%,77,66.70%,77,54.10%,76,11.70%,51,3.50%,69,22.50%,64,7.00%,39,4.2,72,4.4,67,4,75
Yarra,3054,14.80%,43,13.70%,36,15.30%,38,60.60%,77,66.70%,77,54.10%,76,11.70%,51,3.50%,69,22.50%,64,7.00%,39,4.2,72,4.4,67,4,75
Yarra,3056,14.80%,43,13.70%,36,15.30%,38,60.60%,77,66.70%,77,54.10%,76,11.70%,51,3.50%,69,22.50%,64,7.00%,39,4.2,72,4.4,67,4,75
Yarra,3057,14.80%,43,13.70%,36,15.30%,38,60.60%,77,66.70%,77,54.10%,76,11.70%,51,3.50%,69,22.50%,64,7.00%,39,4.2,72,4.4,67,4,75
Yarra,3065,14.80%,43,13.70%,36,15.30%,38,60.60%,77,66.70%,77,54.10%,76,11.70%,51,3.50%,69,22.50%,64,7.00%,39,4.2,72,4.4,67,4,75
Yarra,3066,14.80%,43,13.70%,36,15.30%,38,60.60%,77,66.70%,77,54.10%,76,11.70%,51,3.50%,69,22.50%,64,7.00%,39,4.2,72,4.4,67,4,75
Yarra,3067,14.80%,43,13.70%,36,15.30%,38,60.60%,77,66.70%,77,54.10%,76,11.70%,51,3.50%,69,22.50%,64,7.00%,39,4.2,72,4.4,67,4,75
Yarra,3068,14.80%,43,13.70%,36,15.30%,38,60.60%,77,66.70%,77,54.10%,76,11.70%,51,3.50%,69,22.50%,64,7.00%,39,4.2,72,4.4,67,4,75
Yarra,3070,14.80%,43,13.70%,36,15.30%,38,60.60%,77,66.70%,77,54.10%,76,11.70%,51,3.50%,69,22.50%,64,7.00%,39,4.2,72,4.4,67,4,75
Yarra,3078,14.80%,43,13.70%,36,15.30%,38,60.60%,77,66.70%,77,54.10%,76,11.70%,51,3.50%,69,22.50%,64,7.00%,39,4.2,72,4.4,67,4,75
Yarra,3079,14.80%,43,13.70%,36,15.30%,38,60.60%,77,66.70%,77,54.10%,76,11.70%,51,3.50%,69,22.50%,64,7.00%,39,4.2,72,4.4,67,4,75
Yarra,3101,14.80%,43,13.70%,36,15.30%,38,60.60%,77,66.70%,77,54.10%,76,11.70%,51,3.50%,69,22.50%,64,7.00%,39,4.2,72,4.4,67,4,75
Yarra,3102,14.80%,43,13.70%,36,15.30%,38,60.60%,77,66.70%,77,54.10%,76,11.70%,51,3.50%,69,22.50%,64,7.00%,39,4.2,72,4.4,67,4,75
Yarra,3121,14.80%,43,13.70%,36,15.30%,38,60.60%,77,66.70%,77,54.10%,76,11.70%,51,3.50%,69,22.50%,64,7.00%,39,4.2,72,4.4,67,4,75
Yarra,3122,14.80%,43,13.70%,36,15.30%,38,60.60%,77,66.70%,77,54.10%,76,11.70%,51,3.50%,69,22.50%,64,7.00%,39,4.2,72,4.4,67,4,75
Yarra,3141,14.80%,43,13.70%,36,15.30%,38,60.60%,77,66.70%,77,54.10%,76,11.70%,51,3.50%,69,22.50%,64,7.00%,39,4.2,72,4.4,67,4,75
Yarra,3142,14.80%,43,13.70%,36,15.30%,38,60.60%,77,66.70%,77,54.10%,76,11.70%,51,3.50%,69,22.50%,64,7.00%,39,4.2,72,4.4,67,4,75
Yarra Ranges,3115,15.20%,37,12.90%,47,16.00%,36,74.60%,36,80.70%,38,68.40%,35,12.10%,43,3.90%,60,23.60%,57,6.70%,48,5.2,58,4.4,66,5.9,49
Yarra Ranges,3116,15.20%,37,12.90%,47,16.00%,36,74.60%,36,80.70%,38,68.40%,35,12.10%,43,3.90%,60,23.60%,57,6.70%,48,5.2,58,4.4,66,5.9,49
Yarra Ranges,3136,15.20%,37,12.90%,47,16.00%,36,74.60%,36,80.70%,38,68.40%,35,12.10%,43,3.90%,60,23.60%,57,6.70%,48,5.2,58,4.4,66,5.9,49
Yarra Ranges,3137,15.20%,37,12.90%,47,16.00%,36,74.60%,36,80.70%,38,68.40%,35,12.10%,43,3.90%,60,23.60%,57,6.70%,48,5.2,58,4.4,66,5.9,49
Yarra Ranges,3138,15.20%,37,12.90%,47,16.00%,36,74.60%,36,80.70%,38,68.40%,35,12.10%,43,3.90%,60,23.60%,57,6.70%,48,5.2,58,4.4,66,5.9,49
Yarra Ranges,3139,15.20%,37,12.90%,47,16.00%,36,74.60%,36,80.70%,38,68.40%,35,12.10%,43,3.90%,60,23.60%,57,6.70%,48,5.2,58,4.4,66,5.9,49
Yarra Ranges,3140,15.20%,37,12.90%,47,16.00%,36,74.60%,36,80.70%,38,68.40%,35,12.10%,43,3.90%,60,23.60%,57,6.70%,48,5.2,58,4.4,66,5.9,49
Yarra Ranges,3153,15.20%,37,12.90%,47,16.00%,36,74.60%,36,80.70%,38,68.40%,35,12.10%,43,3.90%,60,23.60%,57,6.70%,48,5.2,58,4.4,66,5.9,49
Yarra Ranges,3154,15.20%,37,12.90%,47,16.00%,36,74.60%,36,80.70%,38,68.40%,35,12.10%,43,3.90%,60,23.60%,57,6.70%,48,5.2,58,4.4,66,5.9,49
Yarra Ranges,3155,15.20%,37,12.90%,47,16.00%,36,74.60%,36,80.70%,38,68.40%,35,12.10%,43,3.90%,60,23.60%,57,6.70%,48,5.2,58,4.4,66,5.9,49
Yarra Ranges,3156,15.20%,37,12.90%,47,16.00%,36,74.60%,36,80.70%,38,68.40%,35,12.10%,43,3.90%,60,23.60%,57,6.70%,48,5.2,58,4.4,66,5.9,49
Yarra Ranges,3158,15.20%,37,12.90%,47,16.00%,36,74.60%,36,80.70%,38,68.40%,35,12.10%,43,3.90%,60,23.60%,57,6.70%,48,5.2,58,4.4,66,5.9,49
Yarra Ranges,3159,15.20%,37,12.90%,47,16.00%,36,74.60%,36,80.70%,38,68.40%,35,12.10%,43,3.90%,60,23.60%,57,6.70%,48,5.2,58,4.4,66,5.9,49
Yarra Ranges,3160,15.20%,37,12.90%,47,16.00%,36,74.60%,36,80.70%,38,68.40%,35,12.10%,43,3.90%,60,23.60%,57,6.70%,48,5.2,58,4.4,66,5.9,49
Yarra Ranges,3713,15.20%,37,12.90%,47,16.00%,36,74.60%,36,80.70%,38,68.40%,35,12.10%,43,3.90%,60,23.60%,57,6.70%,48,5.2,58,4.4,66,5.9,49
Yarra Ranges,3723,15.20%,37,12.90%,47,16.00%,36,74.60%,36,80.70%,38,68.40%,35,12.10%,43,3.90%,60,23.60%,57,6.70%,48,5.2,58,4.4,66,5.9,49
Yarra Ranges,3763,15.20%,37,12.90%,47,16.00%,36,74.60%,36,80.70%,38,68.40%,35,12.10%,43,3.90%,60,23.60%,57,6.70%,48,5.2,58,4.4,66,5.9,49
Yarra Ranges,3765,15.20%,37,12.90%,47,16.00%,36,74.60%,36,80.70%,38,68.40%,35,12.10%,43,3.90%,60,23.60%,57,6.70%,48,5.2,58,4.4,66,5.9,49
Yarra Ranges,3766,15.20%,37,12.90%,47,16.00%,36,74.60%,36,80.70%,38,68.40%,35,12.10%,43,3.90%,60,23.60%,57,6.70%,48,5.2,58,4.4,66,5.9,49
Yarra Ranges,3767,15.20%,37,12.90%,47,16.00%,36,74.60%,36,80.70%,38,68.40%,35,12.10%,43,3.90%,60,23.60%,57,6.70%,48,5.2,58,4.4,66,5.9,49
Yarra Ranges,3770,15.20%,37,12.90%,47,16.00%,36,74.60%,36,80.70%,38,68.40%,35,12.10%,43,3.90%,60,23.60%,57,6.70%,48,5.2,58,4.4,66,5.9,49
Yarra Ranges,3775,15.20%,37,12.90%,47,16.00%,36,74.60%,36,80.70%,38,68.40%,35,12.10%,43,3.90%,60,23.60%,57,6.70%,48,5.2,58,4.4,66,5.9,49
Yarra Ranges,3777,15.20%,37,12.90%,47,16.00%,36,74.60%,36,80.70%,38,68.40%,35,12.10%,43,3.90%,60,23.60%,57,6.70%,48,5.2,58,4.4,66,5.9,49
Yarra Ranges,3778,15.20%,37,12.90%,47,16.00%,36,74.60%,36,80.70%,38,68.40%,35,12.10%,43,3.90%,60,23.60%,57,6.70%,48,5.2,58,4.4,66,5.9,49
Yarra Ranges,3781,15.20%,37,12.90%,47,16.00%,36,74.60%,36,80.70%,38,68.40%,35,12.10%,43,3.90%,60,23.60%,57,6.70%,48,5.2,58,4.4,66,5.9,49
Yarra Ranges,3782,15.20%,37,12.90%,47,16.00%,36,74.60%,36,80.70%,38,68.40%,35,12.10%,43,3.90%,60,23.60%,57,6.70%,48,5.2,58,4.4,66,5.9,49
Yarra Ranges,3783,15.20%,37,12.90%,47,16.00%,36,74.60%,36,80.70%,38,68.40%,35,12.10%,43,3.90%,60,23.60%,57,6.70%,48,5.2,58,4.4,66,5.9,49
Yarra Ranges,3785,15.20%,37,12.90%,47,16.00%,36,74.60%,36,80.70%,38,68.40%,35,12.10%,43,3.90%,60,23.60%,57,6.70%,48,5.2,58,4.4,66,5.9,49
Yarra Ranges,3786,15.20%,37,12.90%,47,16.00%,36,74.60%,36,80.70%,38,68.40%,35,12.10%,43,3.90%,60,23.60%,57,6.70%,48,5.2,58,4.4,66,5.9,49
Yarra Ranges,3787,15.20%,37,12.90%,47,16.00%,36,74.60%,36,80.70%,38,68.40%,35,12.10%,43,3.90%,60,23.60%,57,6.70%,48,5.2,58,4.4,66,5.9,49
Yarra Ranges,3788,15.20%,37,12.90%,47,16.00%,36,74.60%,36,80.70%,38,68.40%,35,12.10%,43,3.90%,60,23.60%,57,6.70%,48,5.2,58,4.4,66,5.9,49
Yarra Ranges,3789,15.20%,37,12.90%,47,16.00%,36,74.60%,36,80.70%,38,68.40%,35,12.10%,43,3.90%,60,23.60%,57,6.70%,48,5.2,58,4.4,66,5.9,49
Yarra Ranges,3791,15.20%,37,12.90%,47,16.00%,36,74.60%,36,80.70%,38,68.40%,35,12.10%,43,3.90%,60,23.60%,57,6.70%,48,5.2,58,4.4,66,5.9,49
Yarra Ranges,3792,15.20%,37,12.90%,47,16.00%,36,74.60%,36,80.70%,38,68.40%,35,12.10%,43,3.90%,60,23.60%,57,6.70%,48,5.2,58,4.4,66,5.9,49
Yarra Ranges,3793,15.20%,37,12.90%,47,16.00%,36,74.60%,36,80.70%,38,68.40%,35,12.10%,43,3.90%,60,23.60%,57,6.70%,48,5.2,58,4.4,66,5.9,49
Yarra Ranges,3795,15.20%,37,12.90%,47,16.00%,36,74.60%,36,80.70%,38,68.40%,35,12.10%,43,3.90%,60,23.60%,57,6.70%,48,5.2,58,4.4,66,5.9,49
Yarra Ranges,3796,15.20%,37,12.90%,47,16.00%,36,74.60%,36,80.70%,38,68.40%,35,12.10%,43,3.90%,60,23.60%,57,6.70%,48,5.2,58,4.4,66,5.9,49
Yarra Ranges,3797,15.20%,37,12.90%,47,16.00%,36,74.60%,36,80.70%,38,68.40%,35,12.10%,43,3.90%,60,23.60%,57,6.70%,48,5.2,58,4.4,66,5.9,49
Yarra Ranges,3799,15.20%,37,12.90%,47,16.00%,36,74.60%,36,80.70%,38,68.40%,35,12.10%,43,3.90%,60,23.60%,57,6.70%,48,5.2,58,4.4,66,5.9,49
Yarra Ranges,3804,15.20%,37,12.90%,47,16.00%,36,74.60%,36,80.70%,38,68.40%,35,12.10%,43,3.90%,60,23.60%,57,6.70%,48,5.2,58,4.4,66,5.9,49
Yarra Ranges,3806,15.20%,37,12.90%,47,16.00%,36,74.60%,36,80.70%,38,68.40%,35,12.10%,43,3.90%,60,23.60%,57,6.70%,48,5.2,58,4.4,66,5.9,49
Yarra Ranges,3808,15.20%,37,12.90%,47,16.00%,36,74.60%,36,80.70%,38,68.40%,35,12.10%,43,3.90%,60,23.60%,57,6.70%,48,5.2,58,4.4,66,5.9,49
Yarra Ranges,3833,15.20%,37,12.90%,47,16.00%,36,74.60%,36,80.70%,38,68.40%,35,12.10%,43,3.90%,60,23.60%,57,6.70%,48,5.2,58,4.4,66,5.9,49
Yarriambiack,3385,26.70%,2,24.30%,5,30.00%,2,83.80%,1,91.50%,1,76.50%,4,13.50%,19,5.70%,23,28.30%,27,9.60%,3,7,22,6.3,21,7.6,23
Yarriambiack,3387,26.70%,2,24.30%,5,30.00%,2,83.80%,1,91.50%,1,76.50%,4,13.50%,19,5.70%,23,28.30%,27,9.60%,3,7,22,6.3,21,7.6,23
